0	1
sadness	@AniahROSE I know smh. My heart sunk into my stomach.
fear	"I was on my way home when suddenly Gule Wamkulu came from the  
bush and blocked the road. I was in fear and didn't know what to  
do."
anger	I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered
fear	"Two years ago I saw a film on the TV. Even now it makes me  
afraid."
joy	@beautyfulli_ami that guy in the back of your picture is hilarious
anger	@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason
anger	"I went singing with a group of young people on January 6th (The  
three Magi), a local custom called ""star singing"". One of the girls, my  
girlfriend, broke the star. Being the accompanying person, I felt very  
angry thinking of the consequences."
fear	"When my father suffered with dizziness. He had to be  
hospitalized, because the physician didn't know what was wrong.  
Because his stools were black, I thought it could be cancer."
sadness	Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓#blog #selfhelp #depression
fear	"Slept in a chapel and in the middle of the night I realized that  
there was someeone else in the chapel.  I never discovered who  
it was and why he was there."
joy	"When I passed the driving test three weeks ago and got my  
licence."
joy	"The day I got a telegram telling me that I had been selected for  
a B.A at UNZA.  I felt happy because I had not expected to be  
selected."
anger	"A member of a religious sect tried to convert me, using really  
evil tricks to persuade me.  After he had left, I was anxious and  
angry for a long time. After the event, I was alone."
sadness	"When my grandmother died - I wasn't sad so much that she'd died  
because she was old, but because she lived in the last few years  
in an old people's home and had nothing very much that was hers -  
no chair, or private space, and when I went to visit she would be  
sitting in the ""lliving"" room the TV room. It was hopeless. And I  
felt awkward so I didn't go and I was sad 'cos how I couldn't."
sadness	When I was not chosen to go to your English lectures. 
joy	@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day
fear	#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.
anger	"Unfair and unjust attitude toward a person close to me, what I  
was the witness of, caused anger in me."
joy	"I felt joy when I red my name in the list of the approved in the  
entrance college examination."
anger	"Whenever my father smokes the smell makes me feel very  
uncomfortable.  He never listens to my complaints and I curse him  
furiously in my mind.  I cannot solve this problem by violence  
because of traditional moral values.  "
fear	@Shann_Graham They were actually dire man wasn't expecting  to be so bad like
sadness	Railway station good-bye.
sadness	@Christy_RTR @doge_e_fresh I'm despondent
joy	Happy #internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling. 😄😄❤️
fear	"I was attacked, standing in a doorway, by a pack of 5 dogs,  
alsatians and farm dogs with my escape route blocked by a shut  
fence."
fear	in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat
sadness	When my girlfriend told me that she wanted to leave me.
fear	How to get rich quick: Step 43. Get a suit fitted and panic.
joy	China winning the Asian Olympic games (TV).
fear	[ I have not felt this emotion yet.]
sadness	@CrystiCaro yeah agree - I think it was a family member and they covered up #sad
sadness	Death of grandfather (unexpected).
fear	"I was walking along the passage to my room (very near the anatomy  
laboratory) and I heard something and felt that there was some  
thing behind me.  I looked back and there was no one.  I started  
imagining that maybe it was a corpse."
sadness	@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain
fear	i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite
sadness	"When my aunt, whom I had loved very much, died. When I heard  
about her death, I was not as touched as at the funeral. I really  
became conscious of her death at that moment."
sadness	"When I realized that it was impossible for me to be as free as I  
had imagined and that I could not do anythong about it."
sadness	When I got separated from my first love.
sadness	"On the last day of my school life I was very sad, specially on  
the farewell party day.  I felt sad to leave behind my beloved  
teachers and friends."
fear	The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that #fear #Brendonati
sadness	When my grandmother passed away.
anger	"Sometime ago I felt very angry when my mother wrote me telling me  
that my elder sister was messing up things at home by her  
internalised aggressive attitude towards parents and her husband."
sadness	"Realizing that school will soon be over, and we will all go  
different ways, perhaps never meeting again our friends from this  
year."
sadness	"My girlfriend who had spent 6 months abroad broke off our  
relationship by letter."
joy	"The day I received the key of my apartment and we could enter in  
it, for my fiancT and I had bought it yet in plans, and it seemed  
to us that this was almost impossible to happen."
anger	"A friend suggested in a round-about way that the reason we were  
late for something was because of me, and that I'm often late. I  
know this was partly true, but felt it unjustified that  
particular time and I felt I couldn't do  anything about it  
anyway (i.e. being late)."
joy	When I fell in love.
anger	"One day my elder brother badly scolded my father.  This was the  
first time that I heard such abusive language from my brother.  I  
requested him humbly not to use this kind of language but he did  
not care for what I was saying.  Finally I picked up an axe to use  
against him, in the meanwhile people intervened."
joy	The birth of my first child.
anger	"I'm crazy about football. When my team lost a goal in the Paulist  
championship, and so it lost the classifications."
sadness	"Some colleagues decided to go out on a Saturday not inviting me  
to decide either the place nor the time."
joy	When my parents complimented me very nicely on something.
anger	When a close friend did not write.
anger	"Having agreed to share the taxi expenses, three people in the  
back of the car just ran off, leaving the person up front with  
the entire bill."
anger	"When I miss the train and I am late, and I have to wait half an  
hour for the next one."
joy	"When I came again in contact with a girl I liked very much. And  
most important she also liked me."
sadness	"My girlfriend left the house in which we lived together a few  
months ago. This made me very sad."
anger	"I had an accident with a trafic police car that was packed at a  
curve without any visibility and against all traffic regulations  
in a strong snowstorm. As a result I still cannot repair my car  
because of the missing spare parts."
fear	She was so posh it frightened me. I'm still scared.
anger	"One morning I was standing at the bus-stop and the bus passed by  
without stopping, even though there were only 8-10 passengers  
inside.  I felt angry at the rude behaviour of the bus driver and   
conductor."
fear	"My friend and I had offended our classmate unintenionally.  We  
wanted to apologize to her so we decided to visit her.  We knew that she  
was stubborn so we were frightened.  When we rang her door bell,  
our fear was at it's climax"
anger	"When I realized that the person I was courting hadn't been really  
by my side for a long time already. He had deceived me and I let  
him deceive me."
joy	"A few days ago, I hitch-hiked to Arnhems with a friend.  
Everything went well: they picked us up very quickly, the sun was  
shining, I was feeling free and, for the first time after long  
time, happy. I really had the feeling that I was living at full  
speed."
joy	"I met again a very good friend whom I had not seen for a long  
time."
anger	"When my daughter began staying away from classes - at the age of  
nine only."
fear	@morganwill_x @ITV @georgiadavies73 It's back to haunt us
sadness	@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.
anger	"At an office an application that I had made was turned down  
because of a scrupulous interpretation of the rules."
anger	I was angry when my boyfriend did not turn up as promised.
anger	"When my father banned me from going to his sister's home due to  
some misunderstanding between the two."
joy	@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!
anger	"When a pick-pocket robbed me of my money (K20) while I  was  
buying bathing soap."
fear	I was nearly knocked down while I was cycling.
anger	No offense to the girl next to me but dousing yourself with cheap cologne won't hide your rank smell
sadness	Love problems.
sadness	"During the funeral of my grandmother, when I saw my mother and  
other family members crying."
joy	My first kiss.
fear	"When I flew from Athens to Copenhagen after a holiday.  The plane  
was caught in a storm and it began to shake and I thouhght that  
we were going to crash."
sadness	After receiving the grade on the paper mentioned in FEAR.
joy	On holiday, seeing the lanscape in Gerona.
sadness	"When my cousin passed away during the holidays at home.  He fell  
ill at night and the next day he died in the evening."
fear	My superpower is absorbing the anxiety of others until I can't breathe and my head is pounding.  #everyonechill
sadness	After my boyfriend and I had separated.
joy	Having passed an exam.
fear	When I was walking around all alone at night.
joy	@MrHenvin Thank you, happy birthday to you as well!
joy	Success in university entrance examination.
fear	Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. #nervous
joy	"I met my friend and he gave me a wonderful present as it was my  
birthday.  I enjoyed having that present."
joy	"The day when my son said for the first time ""mummy""."
sadness	"When my gradmother died.  I felt very sad then ... The feeling  
started to be worse after a while."
joy	"I preached to a F.3 students in a gospel camp.  They thus knew  
more about God and made up their minds to believe in Jesus."
fear	"Few years ago my father was very ill. He stayed at a hospital for  
a long time. Then I experienced that terrible feeling that I  
might lose him."
joy	"Inter-national sports events won by my favourite national team or  
player brings me joy, e.g when India won the World cup cricket  
match."
joy	"I felt glad when I took the rather difficult organic chemistry  
examination."
joy	Blank.
fear	"I had to have my tonsils out. I had been making up my mind almost  
for a year - I was afraid. But during the two hours in the  
hospital room, while I was waiting to be called for the operation I  
felt a real fear - of the pain, of what they were going to do to  
me, of the unknown."
anger	"When I was at S.Y.Bajaj I wanted to get admission in another  
college and this was not easy and I felt angry. "
fear	When a thief entered the house in which I was sleeping.
joy	@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉
joy	Come to the @BullSkitComedy FUNdraiser this Fri. at 8pm @TheScottBlock. Because #pie + #face = #hilarity!
sadness	Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me
anger	@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry
joy	"When, for example, I was in my eleventh school year and I learned  
I had been classed for the Bulgarian Language and Literature  
National Olympiad."
anger	When my girlfriend of two years told me it was all over.
sadness	When my grandmother died - at her funeral.
anger	"A drummer who had borrowed my drums destroyed both the drumskin  
and the sticks.  He did not repair them nor did he tell me about  
it."
fear	"I was caught doing something I was not supposed to do.  I did  
something with the person who caught me (bribe) and even though  
he promised not to report me, I am still frightened."
joy	Could not be happier!! #happy
sadness	When I left New York, and all my family and my friends behind me.
anger	"Physically fighting with my girlfriend because she just walked  
out of a room of my friends and had pushed and cursed at me when  
I went to find her."
sadness	"I felt sad when I heard that my cousin had passed away just  
suddenly."
sadness	"I was very sad when I heard that my brother had failed the  
standard 8 exams for the third time."
joy	"The day I got to know that I would get a shared dwelling with my  
boyfriend.  My parents place was getting a little crowded with  
my growing bother wanting a room to himself.  I first felt doubt,  
then joy, but also sadness.  The feeling of joy was the  
strongest."
joy	"I am a sportwoman as well. I felt joy when after an year of  
practice, at a contest, I covered the norms for ""a master of sports""."
fear	"My brother had bowel obstruction, having heard that he was going  
for surgery, I was afraid he might not come back to life after  
hearing of the General Anaesthesia."
joy	"I was told that I had passed the statistics exam.  I had not  
expected this so I was very happy."
anger	With self at losing an important game that I should have won.
anger	I had a quarrel with my parents
joy	"When I spoke to my daughter and wished her luck for the  
examinations she was about to take."
anger	Having one of those #angry days. I will have to stop watching #news.
anger	@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.
sadness	"My boyfriend finished our relationship when I started studying  
psychology in Nijegen, because then we would not be able to meet  
frequently anymore."
sadness	where broken hearted lovers do cry away their gloom
fear	When my father was involved in an accident.
joy	"When I found out that a set task (i.e. 2 essays and a test), the  
thought of which had oppressed me, were not on the date I had  
thought."
fear	"I was driving my car and it was very misty. It was in the night  
and I was alone in my car. I felt totally insecure, nervous and  
overstrained."
sadness	"A good friend of mine died. During the funeral I felt an intense  
feeling of sadness."
anger	LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.
sadness	When my uncle died of leukemia at age 35.
anger	[ No description.]
sadness	"Leaving Melbourne to move interstate - leaving relatives and  
friends behind."
anger	"When someone tried to rape one of my best friends and he claimed  
it was her fault. He the hassled her, claimed she was loose, and  
threatened to sue her."
sadness	After my father's death.
joy	When I met with friends that I hadn't seen for a long time.
sadness	When I heard my grandfather's wife had leukemia I was very sad.
fear	"I was approaching my exam time and my books got stolen.  I was in  
a panic as I thought that I would not do well enough to be  
considered for the economics quota.  I cried a lot but that did  
not help and as the exam day came near a strange fear gripped me."
fear	"When I almost drowned myself in the municipal swimming pool that  
I use to go almost not excaping."
joy	Waking in morning (early morning) and having whole day to myself.
fear	"When my father died I felt myself alone and the fear possessed me.  
I was a child and all my sisters and brothers (8) were young."
joy	hilarity ensues
joy	"When my brother who has been out of New Zealand for 10 years came  
to visit with his wife which none of our family had previously  
met."
anger	"A quarrel with my mother because I thought she said very  
unreasonable things about me, that hit me strongly."
joy	When I got a small present form a person I like very much.
sadness	"A young, close relative of mine died, leaving behind a baby a few  
months old."
sadness	My friend not allowed to go to the English lectures.
anger	"In 1982, I was annoyed at an uncle who was drunk and was beating  
up his old father.  He claimed that the father was responsible  
for his guardian's failure."
sadness	"It was mid May 1985, When we had a Test on Nursing. My classmate  
had an answer sheet, so he tried to peep. The Nursing Tutor  
caught him. During this time I was turning my question paper and  
it made noise. This friend blamed me of causing the whole matter  
for him to be caught."
anger	When I failed my S.S.C exam.
joy	My girlfriend sent me a letter with a shiny picture in it.
joy	.@Travelanswerman: The possibilities R endless Becca when U unplug from the 'Matrix!' Stay salty and #happy #surfing! #sunset #aloha …
fear	Going to take my driving test.
joy	My being admitted to UNZA.
fear	Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey
fear	"When, for example, my grandfather fell seriously ill. It was  
necessary for him to be operated and I felt great fear of losing  
him because he is so dear to me."
fear	"I was alone at home and I could hear odd noises coming from above  
our bedroom.  I knew that nobody lived there since it was an  
office.  I got frightened (later I was given a ""natural""  
explanation)."
fear	"The day I was nearly stabbed to death by ruffians who wanted to  
take my money.  I refused to give them any money and they started  
running after me, I ran into somebody else's house to save  
myself."
anger	Being slandered by friends.
sadness	"I felt alone among a large number of people.  I was sad to see  
that nobody cared about what was happening to me."
anger	"When someone does not listen to me after having asked me to  
repeat what I said. This happened more than one time with the  
same person."
sadness	"When it suddenly appeared that our dog was dangerously ill and  
probably would die. We had not expected this because he  
was always very healthy. Fortunately he survived because we, in turn,  
gave him medicines during the night."
joy	@gardiner_love : Thank you so much, Gloria! You're so sweet, and thoughtful! You just made my day more joyful! I love you too! 😊💕
fear	"When I was first taken to the dissection room where I found 10 dead  
human bodies."
sadness	Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor
sadness	When my grandmother died.
sadness	Death of my father.
joy	Reunion with my wife after a legal separation.
anger	"I wanted to go to a friend of mine who had a party; at the moment  
I wanted to leave, my father said I couldn't go because he needed  
me for some work in the afternoon."
fear	"I wanted to get in contact with a girl I loved, but I was afraid  
she would refuse me."
fear	"When I was young I had gone to an old lift and played with the  
antique lift.  The guy discovered me and warned me, I was very  
frightened."
anger	Bad food in the students' dining hall.
anger	"When a so-called friend let me down, when she promised to tell me  
when a certain concert was occurring, and that she'd get me  
tickets. I was really looking forward to it. She did nothing,  
just told me out of the blue one day what a fantastic concert it  
was going to be."
anger	James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18  #shouldofVotedforNicole
sadness	"My friend was pregnant, but lost her child during the second  
month. I went to see her at hospital - she was crying. I felt  
very sorry for her."
joy	"This happened when I went to check my first year results, I had   
thought that I would fail and I found that I had a clear pass in  
all my courses."
sadness	"A friend told me that he had suffered in love and in academics.   
I shared his sadness."
anger	"I helped my little sister (13 years) learning mathematics.  
Obviously she did not want to understand what I explained and  
started to cry. I grew angry."
anger	Request MRI 2 years ago, Neuro only requested last year, I'm still waiting on appointment  #mssucks #healthcareFail
fear	"When cleaning up a pile of junk under our house, a huge spider (a  
""Jungle Spider"") ran out near me. (I do not like even small  
spiders)."
joy	It is not joy that makes us #grateful . It is #gratitude that makes us #joyful .\n - David Rast
sadness	@hamzakhawaja99 just die depression.
sadness	"I felt sad when I heard that my girlfriend was double-crossing me  
with the boy who is my best friend."
joy	"An ex-colleague asked me if I was interested in working in their  
accounts bureau.  They needed ""clever people"" and he had  
""immediately thought of me."""
joy	Smile at people and see what happens.  I think you'll be surprised #smile more #surprisepeople #influenceinternational
fear	"It was some years ago when one evening some people came home and  
told us my father was badly injured in an accident."
anger	"I was angry when my friends said that I should not receive  
Nursing Science books because there was a rumour that I was  
intending to leave the college."
fear	Tremor!!!\n #tremor
fear	#Kenya numerous children civilians police killed in recent terror attacks barely a word from government 1 minister dies non stop coverage
anger	"When I was deputy manager during the Summer, certain deputies  
took liberties, more than what was normal."
joy	When I married my wife and took her home for the first time.
anger	"When a colleague asked me for help at work, despite the fact  
that he had more time to do it than I had."
joy	I received a letter from a distant friend.
joy	I felt extreme joy the day I was baptized. I was one with God.
anger	my mom cut my phone off and I'm so furious 🤗
fear	When approached by a gang of youths in town at night.
anger	"I was playing in a football tournament and saw the rules openly  
disregarded."
sadness	When my grandmother died.
joy	My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n#GreatDay #optimism
anger	@Sailingflyingd @kylegriffin1 This is what happens when blinded by raging hatred
anger	"I felt anger of a friend when she met ""a date"" and become nervous  
and pest as she always gets when she meets him."
joy	Relatives visiting me.
sadness	When I failed two subjects last year.
fear	With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore #anxiety #nojobsinbiology
joy	When I got a letter from home.
anger	"When my father talks about our relatives and favours them, I feel  
angry."
anger	"My friend half-teasingly called me a bad nickname.  I felt  
insulted and kicked his hip in anger.  I was stable later and did  
not feel angry at him.  In fact I was afraid that the other  
friends who were with us would think that I was an intolerant  
person.  However I could not apologize, so I pretended that  
nothing had happened and smiled when I left.  My friend did not  
say anything but just watched me leave."
joy	"When a girl I wanted very much, said ""yes"" and fell in love with   
me."
sadness	untypical kinda Friday #dull
joy	CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th…
fear	"I was spending my summer holidays in a village.  My friend and I  
were coming back from a discotheque at night and we heard a noise  
from an alley.  We were very scared and we got into my friend's house.  
 A moment later, an unknown car picked up a person from this  
alley."
joy	"When high level results were declared, I found my candidature  
number.  I was very happy as I had not expected it.  As I had been   
injured before the examination and I had performed poorly."
joy	When I passed the driving test (on the second try).
joy	@OutlanderHome if not filming, @TobiasMenzies smile! please. :)
sadness	"My father resigned from work, and soon after this his elder brother  
died.  The next day my granny died (my mother's mother).  My dad  
remains the only living member of his family."
sadness	"My guinea-pig had been ill for a couple of days.  One evening,  
when I came home I enquired as to how it was doing.  My mother's  
expression told me that it had died.  My knees refused to support  
me and I began to weep convulsively."
joy	@chencouture LMAO Is it that 'so slutty' hater girl? That video was hilarious. 😂
joy	"When a study tour got confirmed, I was happy all the time till     
the tour began."
fear	"I was rock-climbing and absailing & felt OK, but suddenly as I  
was going over the cliff I was hit by fear - I couldn't go on  
absailing down the cliff and had to be actually hauled back up  
it."
sadness	"Tonight in bed when I realised how bad my relationship with my  
friend was."
sadness	"When my cousin passed away unexpectedly and tragically (a  
murder)."
fear	"One year, when I went to a camp, I was chased by a dog.  I tried  
hard and finally managed to escape from it.  My torch suddenly  
went off and we talked about ghost stories and I thought that  
there were ghosts."
anger	"During a family discussion on my future and my prospects as a  
student, they accused me of not bothering about looking for a job to  
assume my financial situation."
fear	Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare
anger	I went out dancing and found my boyfriend kissing another girl.
sadness	"It was shocking news to me when I received a telegram from home  
telling me that my grandmother had passed away. I had to go home to attend  
the funeral but unfortunately I found that the burial had already  
taken place."
sadness	This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!
anger	Wanting to leave this planet, listening to what gets radio-play #grim
joy	"After the funeral of an acquaintance I felt very depressed. That  
feeling turned into joy when I heard that I had achieved a good  
grade for an examination."
anger	When my roommate's moped was stolen I was very angry.
anger	"When I was beaten up by thieves on behalf of some friends of mine  
as they thought that I had a lot of money and would not part  
with a few coins for their drinks."
fear	Thankful for...job, healthy, sober, happy as hell about things...still have a panic attacks every time I put my sunglasses on.
fear	Going to CAL not knowing anyone.
joy	"At my wedding - standing with the man I love and acknowledging  
that fact to members of family and friends."
sadness	"It was on 9th January 1983 when I received a message from home  
telling me that my father passed away on the previous day with a  
history of cancer of the oesophagus. This time I was doing my  
third year of my Secondary School."
joy	"A couple of years ago during the summer holiday, I was fishing at  
a lake with my husband.  Suddenly it started raining while the  
sun was still shining. I experienced a feeling of joy, happiness  
and fulfillment.  the whole nature was full of music."
fear	"When I was told by the doctor, after many months of coughing,  
that I had tuberculosis."
sadness	Diagnosis that I have a stomache ulcer.
anger	Police - This is the Police !! Open your door now !! \n\nMe - Not with that attitude !! 😂😂 \n\n#sarcasm #insult #mockery
fear	I had really strange and awful dreams last night. I'd didn't even eat cheese before bed #nightmare #lovemysleep
joy	When my brother was born.
anger	"When my friends tried to discriminate against my friendship with  
certain other friends which they thought was improper."
fear	I was going to knock down a pedestrian with my car.
fear	"The first day that I was close to a dead body, in my third year  
at UNZA, school of medicine."
joy	Probably the best OT period I've ever seen. Absolutely exhilarating. #WCH2016 #TeamNA
joy	The day I heard that I passed the high school exam.
fear	I was alone and someone tried to break in from our back door.
joy	"I was in the living room at home with an ex-boyfriend, it was  
nearly a year that we had separated, during the talk he began to  
remember our courting and gave me a long kiss."
joy	"I had a quarrel with my fiancT. When he admitted his fault,  
everything was allright. It was then for the first time that he  
surprised me with coffee and cake and a bunch of flowers."
fear	"A friend (female) and I were on holiday on Great Barrier Island  
by ourselves. One night we were nearly raped by about 20 locals -  
they came to our bach and tried to break the doors down. All of  
them were stoned or drunk and we hid under the bunks and were  
totally terrified. Eventually these guys gave up and went looking  
for us on the beach. We escaped and slept in the bush for 2  
nights."
anger	Just a side #thought, everything takes #time and #effort ... #annoyed
joy	Iniesta still the one player I idolize from Barca,a delight to watch I tell you
anger	@jhN322 Ephesians 4:31\nLet all #bitterness, #wrath, #anger, #clamor, and evil speaking be put away from you, with all #malice.
fear	@savoy__truffle @stellacreasy That's horrid. So sorry that happened. But glad your MP is so engaged.
fear	"My episode of fright happened when I came to study.  I had to  
stand in front of my still unknown fellow students and talk about  
myself.  My hands shook, I flushed and became tongue-tied."
anger	"Without the employer's knowledge and even without any  
communication their bank accounts were changed and their personal  
accounts closed."
anger	@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #fuming #con!
sadness	"When my boyfriend said he did not want to see me anymore (which  
turned out to be untrue)."
sadness	"When someone I was close to became a paranoid schizophrenic and I  
was unable to see this person because of the situation."
anger	During the short period of my unemployment about six years back.
joy	"When my husband and I decided to take a few days holiday after a  
particularly trying period."
sadness	When I was at school.
joy	"I was given a gift by my sister. There were many pleasant things  
in this parcel."
fear	@iamjannn And life is a nightmare
fear	"It was last week on Saturday night when I was at Mchesi. I feared  
to cross the Lilongwe River Bridge to come back to School due to  
darkness - until somebody had to escort me."
sadness	"I was very sad when I heard about the death of my teacher who  
taught me in Standard 8."
joy	"On my birthday, an old friend of mine sent me a card. I had not  
met him for a year and I was very glad that he had thought of me."
joy	@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious
sadness	"My mother left my father for his best friend, and he moved to  
Papua New Guinea. Despite the fact that I am closer to my father  
than to anyone else in my family, I had to move in with my  
mother, and say good-bye to my father, not knowing when I would  
see him again."
anger	"When someone threw a firecracker into my room at 7:00 am in the  
morning."
sadness	"When I saw the list of books to read for an acccouting course, I  
thought "" Oh God how will I ever manaage it!"""
sadness	so probably hunger and depression and dissociating equals a weird time anything else
anger	Following an argument with my brother, he broke my golf clubs.
fear	Got a real bad feeling sharing a house with 8 people is going to be a nightmare
joy	"Passing my pharmacy exams which meant my tertiary education for  
pharmacy completed."
joy	"I remember my religious experience.  During  a gospel camp, a few  
friends of mine decided to believe in God.  The joy that I felt  
at that time was more than words can express.  I blessed them and  
praised God in my heart."
joy	When I met a friend that I hadn't seen for some time.
fear	"One day when I was a little boy, my friends asked me to play  
with them outside and to catch some boys.  However our parents  
did not know that we were out and when I got home it was very  
late and I feared being scolded by my parents."
anger	"I caught a ""peeping tom"" at my window when I was getting  
undressed."
anger	My best friend betrayed me and told other people my secrets.
anger	"A drunken friend of mine was beating up another friend, who was  
also drunk."
sadness	3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears
joy	Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ
anger	"While having a discussion with my mother, I realized that she  
does not for a moment doubt the justification of her making the  
decisions concerning my life."
sadness	"During my holiday I met again a friend who had tried to commit  
suicide. She had just left hospital, her lips were trembling, she  
looked miserable."
anger	If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up
joy	When my children were born.
fear	Talking about snakes.
fear	When my dog ran out on thin ice last spring.
anger	@Broowster That's was one furious Welsh woman.. What the English have to look forward to in the future 😢
fear	When I was jumped by three men in a deserted area.
joy	@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot
anger	"One day I was angry with my friend who went into my drawer and  
took a piece of paper on which I wanted to write a letter and  
used it for her business without my knowledge."
joy	@B4caferacer I see things in  the clouds that others can't see so I can #elate
anger	"South Korea winning more gold medals in the Asian Olympic (more  
than China)."
joy	Keep smiling :)
sadness	"My got my mathematics test's marks and could not believe that it  
was true.  In the past I would have at least 80% marks.  Was I  
getting weaker at studies ?  This made me feel that I should not  
expect too much from going to the university."
fear	"After I had managed to fail my first year at University I was  
scared as to what I was going to do with my future. I didn't want  
a mundane 9-5 job and yet I didn't know if I could pay my way  
through an unsubsidized year at university to settle down and  
continue my studies."
anger	When I get home late my father scolds me and this makes me angry.
fear	"I was travelling back home by boat with two friends of mine after  
a lovely holiday trip.  The night and the sea were dark, and the  
wind was blowing.  I feared that death was there on the boat, I  
somehow felt sure about it.  I feared being left alone."
joy	Being in the countryside all day was so pleasing
joy	I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same
fear	"My daughter was 2 yrs she went up to a colt tried to hit it. It  
turned on her and kicked her over the heart, sent her flying  
through the air. I left my mother and sister to deal to her as  
they are nurses. I felt I didn't want to know if she was going to  
die, it was just too much."
sadness	@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless
sadness	"I was sad at the expulsion of some of my comrades during the UNZA  
demonstrations."
anger	"While in the army, I was treated unfairly by my superiors.  I was  
held responsible for a deed of which I was innocent."
anger	When, late at night, I discovered that they had stolen my bike.
joy	When I met an old schhol friend (school love).
anger	"Because I am the Captain of a basketball team I usually organise  
a roster system so that everyone in the team can have a turn at  
doing either a duty or a ref. A lot of the time the girls can't  
be bothered or just forget - I usually have to fill in."
joy	Yo this 3 v 3 overtime in hockey got me sweaty damn this ish exhilarating
joy	"I had met someone and we became good friends. Our relationship  
grew closer and now he is my boyfriend. I felt joy when I found  
out how he felt about me."
fear	An inter-college basket-ball match.
anger	Finding out that I made a stupid mistake in the examn.
anger	"Out on a weekend with a group of people, everybody felt irritated  
because at night the music didn't stop in time. And at breakfast  
my boyfriend ran away because we didn't agree with him. I felt  
angry."
anger	"When I was studying in the library - preparing for a test, two  
people sitting next to me talked to each other for 20 minutes.   
There were no other seats so I could not go elsewhere and I did    
not want to interrupt them, so I could only be angry in my heart."
anger	@20committee John, what do you make of DJT's silence? He would usually be foaming at the mouth right now. Maybe he's constipated.
joy	i animated a little thing i might post it tomorrow since itll be a Good Thursday.. nice...
fear	"I had not told my parents about my bad marks in school. One day,  
my father wanted to speak to the teachers. Fortunately I could  
influence my parents to take it easy."
sadness	"Hearing about a friend back home that had to have his stomach  
pumped because he had overdosed on pills."
anger	I was so angry with a patient who refused to take drugs.
sadness	"When the girl whom I have lusted after expressed reciprocal  
feelings and then days later changed her mind."
anger	"Some classmates said I did not do enough social work. Therefore I  
was not elected as a ""Tree Good"" student."
anger	"When I came for the lesson, it was cancelled and I had to fill in  
a questionnaire instead."
sadness	My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru #sad #tumblr
sadness	i am about to find the sadness in graham's lyrics
sadness	"When my husband lied to me, tricked me and when I had to leave my  
home."
sadness	@rosalilium I'm wearing all black tomorrow to mourn. 😭💔
sadness	When my grandmother died very suddenly without warning.
joy	Going to Chico to visit a friend.
fear	Obscene phone call where the person knew my name.
fear	"I have done the teachers training course (B.Ed).  During our  
training I was asked to handle the ninth standard class in a boys  
school.  I was scared to face the class the first day."
